left_x,left_y,right_x,right_y,u,v,exx,eyy,exy,zncc
224.000000,17.000000,225.026871,16.984400,1.026865,-0.015600,0.001884,0.003146,0.047748,0.007964
227.000000,17.000000,228.040314,17.114124,1.040313,0.114124,0.001679,0.003257,0.047770,0.008055
230.000000,17.000000,231.060379,17.237278,1.060375,0.237277,0.002121,0.003560,0.047593,0.007739
233.000000,17.000000,234.059830,17.373428,1.059830,0.373428,0.002968,0.003146,0.047676,0.008093
236.000000,17.000000,237.075302,17.488098,1.075306,0.488098,0.003981,0.003561,0.047509,0.008442
239.000000,17.000000,240.089035,17.623095,1.089033,0.623094,0.003973,0.002948,0.047150,0.009248
242.000000,17.000000,243.092850,17.742802,1.092846,0.742801,0.002513,0.002616,0.046213,0.009647
245.000000,17.000000,246.092270,17.862801,1.092272,0.862800,0.002290,0.001969,0.045358,0.009784
248.000000,17.000000,249.107285,17.975557,1.107292,0.975557,0.002385,0.001557,0.044104,0.009278
251.000000,17.000000,252.108337,18.068119,1.108343,1.068119,0.001445,0.001913,0.043529,0.009156
254.000000,17.000000,255.122269,18.178665,1.122262,1.178666,0.000719,0.001376,0.043361,0.009234
257.000000,17.000000,258.120331,18.277216,1.120334,1.277215,0.000559,0.001117,0.042492,0.009821
260.000000,17.000000,261.121979,18.362841,1.121979,1.362841,0.001271,0.001358,0.041490,0.009578
263.000000,17.000000,264.126892,18.462696,1.126889,1.462696,0.002067,0.000657,0.040762,0.009140
266.000000,17.000000,267.130646,18.545757,1.130652,1.545757,0.002314,0.000392,0.039745,0.008617
269.000000,17.000000,270.129608,18.637569,1.129604,1.637570,0.002298,-0.000638,0.038856,0.008033
272.000000,17.000000,273.145874,18.699995,1.145868,1.699996,0.001237,-0.000426,0.037184,0.007893
275.000000,17.000000,276.145203,18.768721,1.145203,1.768721,0.000307,-0.000875,0.036233,0.007538
278.000000,17.000000,279.138641,18.814976,1.138627,1.814975,0.000832,-0.000388,0.037126,0.008221
