x,y,u_displacement,v_displacement
101,80,3.00243,-1.14947
104,80,2.97792,-1.23578
107,80,2.98677,-1.33758
110,80,2.99033,-1.43538
113,80,2.9866,-1.52195
116,80,2.97171,-1.59351
119,80,2.97633,-1.67191
122,80,2.98199,-1.73145
125,80,2.99526,-1.80591
128,80,2.99727,-1.85217
131,80,2.98703,-1.88904
134,80,2.99339,-1.91523
137,80,2.99461,-1.94813
140,80,2.99154,-1.97759
143,80,3.00156,-1.99534
146,80,3.0063,-2.01287
149,80,3.00393,-1.9999
152,80,3.00644,-1.99742
155,80,3.00871,-1.96974
158,80,3.00532,-1.94103
161,80,2.99624,-1.91366
164,80,2.99727,-1.86809
167,80,2.99964,-1.82199
170,80,2.99168,-1.76886
173,80,2.99816,-1.71488
176,80,2.99824,-1.65212
179,80,2.99721,-1.56741
182,80,2.99457,-1.49194
185,80,2.99751,-1.39945
188,80,2.99486,-1.30383
191,80,2.99503,-1.2106
194,80,2.99099,-1.10456
197,80,2.99267,-1.00417
200,80,2.97702,-0.890845
203,80,2.98938,-0.765397
206,80,2.98305,-0.650749
209,80,2.97885,-0.540259
212,80,2.98218,-0.415893
215,80,2.98879,-0.291378
218,80,2.98143,-0.166096
221,80,2.98153,-0.0221146
224,80,2.97675,0.0981646
227,80,2.98656,0.22601
230,80,2.98347,0.350109
233,80,2.97887,0.465319
236,80,2.98448,0.58102
239,80,2.98245,0.698556
242,80,2.97865,0.826277
245,80,2.98635,0.928258
248,80,2.98081,1.04182
251,80,2.97012,1.13682
254,80,2.97676,1.22712
257,80,2.96643,1.3354
260,80,2.97463,1.41347
263,80,2.96378,1.51102
266,80,2.96772,1.57792
269,80,2.97038,1.64157
272,80,2.97186,1.72047
275,80,2.97822,1.79861
278,80,2.9725,1.85653
281,80,2.97048,1.89679
284,80,2.95379,1.94292
14,83,2.93903,1.85389
17,83,2.9466,1.80961
20,83,2.95469,1.76791
23,83,2.94468,1.71647
26,83,2.9397,1.63479
29,83,2.92782,1.56766
32,83,2.9311,1.48613
35,83,2.94139,1.38756
38,83,2.9486,1.2988
41,83,2.95854,1.19266
44,83,2.95879,1.0922
47,83,2.94349,0.992115
50,83,2.94434,0.894592
53,83,2.95677,0.76647
56,83,2.94433,0.650006
59,83,2.95231,0.537379
62,83,2.94264,0.410954
65,83,2.95493,0.292199
68,83,2.95836,0.167783
71,83,2.94777,0.0505847
74,83,2.94764,-0.0849177
77,83,2.94892,-0.203385
80,83,2.96289,-0.341289
83,83,2.96729,-0.470512
86,83,2.96034,-0.581454
89,83,2.95991,-0.69685
92,83,2.9647,-0.806851
95,83,2.9637,-0.909566
98,83,2.9763,-1.02988
101,83,2.95543,-1.14302
104,83,2.96099,-1.24294
107,83,2.96737,-1.34246
110,83,2.9654,-1.4423
113,83,2.96383,-1.52299
116,83,2.95179,-1.6016
119,83,2.96431,-1.6718
122,83,2.96948,-1.72916
125,83,2.95815,-1.80264
128,83,2.97092,-1.8592
131,83,2.96145,-1.89322
134,83,2.9752,-1.92
137,83,2.98233,-1.95193
140,83,2.9726,-1.98213
143,83,2.98829,-1.99879
146,83,2.99036,-1.99782
149,83,2.98378,-1.99621
152,83,2.97932,-1.99623
155,83,2.98329,-1.96459
158,83,2.97836,-1.93741
161,83,2.97218,-1.91237
164,83,2.96688,-1.87386
167,83,2.96296,-1.83217
170,83,2.96126,-1.77614
173,83,2.9707,-1.71051
176,83,2.96756,-1.66413
179,83,2.96488,-1.58681
182,83,2.96334,-1.50896
185,83,2.96797,-1.41941
188,83,2.96979,-1.31632
191,83,2.95945,-1.22258
194,83,2.95973,-1.11168
197,83,2.96865,-1.01015
200,83,2.95744,-0.894501
203,83,2.95201,-0.776219
206,83,2.93825,-0.66508
209,83,2.94767,-0.53931
212,83,2.94772,-0.405605
215,83,2.95287,-0.291299
218,83,2.93082,-0.162098
221,83,2.94991,-0.0448997
224,83,2.95263,0.0669635
227,83,2.96265,0.202021
230,83,2.95188,0.335228
233,83,2.94802,0.459806
236,83,2.94994,0.583624
239,83,2.95039,0.695184
242,83,2.94099,0.812192
245,83,2.94282,0.925641
248,83,2.94125,1.03244
251,83,2.9456,1.136
254,83,2.93864,1.2362
257,83,2.93115,1.32958
260,83,2.92654,1.42307
263,83,2.93345,1.50851
266,83,2.92373,1.58108
269,83,2.93631,1.65194
272,83,2.9381,1.72748
275,83,2.93597,1.80237
278,83,2.92917,1.857
281,83,2.9375,1.89563
284,83,2.92233,1.93605
14,86,2.88892,1.86993
17,86,2.8977,1.84243
20,86,2.89384,1.7847
23,86,2.89088,1.72143
26,86,2.88022,1.64112
29,86,2.87646,1.57559
32,86,2.86951,1.49656
35,86,2.87722,1.38937
38,86,2.89245,1.29869
41,86,2.90526,1.19321
44,86,2.9035,1.10531
47,86,2.89319,0.999298
50,86,2.90919,0.900724
53,86,2.91273,0.773057
56,86,2.8974,0.658672
59,86,2.90795,0.547072
62,86,2.90444,0.412438
65,86,2.9212,0.299006
68,86,2.92304,0.170078
71,86,2.91033,0.0504348
74,86,2.91211,-0.0879151
77,86,2.91776,-0.20666
80,86,2.92614,-0.339463
83,86,2.91888,-0.457394
86,86,2.91537,-0.573071
89,86,2.91548,-0.692727
92,86,2.92021,-0.812014
95,86,2.9111,-0.930532
98,86,2.93081,-1.027
101,86,2.92425,-1.13932
104,86,2.93561,-1.229
107,86,2.92856,-1.32991
110,86,2.92278,-1.4359
113,86,2.92387,-1.51764
116,86,2.91277,-1.60123
119,86,2.91618,-1.67158
122,86,2.92491,-1.72944
125,86,2.93095,-1.79015
128,86,2.94024,-1.84409
131,86,2.92871,-1.88467
134,86,2.93097,-1.91715
137,86,2.94167,-1.95096
140,86,2.9396,-1.98823
143,86,2.94681,-2.00256
146,86,2.94269,-2.00207
149,86,2.93406,-2.00125
152,86,2.95033,-1.99279
155,86,2.95106,-1.96829
158,86,2.95064,-1.94042
161,86,2.93718,-1.91448
164,86,2.92828,-1.87889
167,86,2.93145,-1.83362
170,86,2.93239,-1.77326
173,86,2.94079,-1.71628
176,86,2.93155,-1.65794
179,86,2.94076,-1.57562
182,86,2.94542,-1.50726
185,86,2.9445,-1.41632
188,86,2.94417,-1.31029
191,86,2.93614,-1.21641
194,86,2.93282,-1.10674
197,86,2.93164,-0.993052
200,86,2.92801,-0.880107
203,86,2.91778,-0.780858
206,86,2.91371,-0.664964
209,86,2.91993,-0.541728
212,86,2.92469,-0.416534
215,86,2.9199,-0.30201
218,86,2.90048,-0.172754
221,86,2.91414,-0.0448028
224,86,2.90908,0.081194
227,86,2.93153,0.201915
230,86,2.92776,0.321965
233,86,2.91505,0.451585
236,86,2.91301,0.577102
239,86,2.90955,0.695667
242,86,2.89202,0.819715
245,86,2.89791,0.930837
248,86,2.90469,1.04027
251,86,2.89739,1.14779
254,86,2.91056,1.23184
257,86,2.9052,1.32683
260,86,2.8913,1.42743
263,86,2.9,1.5162
266,86,2.89207,1.5923
269,86,2.88913,1.67093
272,86,2.88928,1.73895
275,86,2.89732,1.79716
278,86,2.89456,1.86494
281,86,2.90725,1.89329
284,86,2.89258,1.92914
14,89,2.84096,1.86214
17,89,2.83507,1.81253
20,89,2.83917,1.76884
23,89,2.83885,1.70592
26,89,2.83942,1.62052
29,89,2.84551,1.5682
32,89,2.83068,1.48444
35,89,2.84034,1.37794
38,89,2.84096,1.29245
41,89,2.84808,1.17927
44,89,2.85005,1.09487
47,89,2.84625,0.992003
50,89,2.85387,0.891093
53,89,2.86356,0.779198
56,89,2.84143,0.671665
59,89,2.84734,0.555093
62,89,2.83865,0.432471
65,89,2.85786,0.309244
68,89,2.86873,0.184539
71,89,2.88309,0.0496624
74,89,2.88466,-0.0653838
77,89,2.87706,-0.184723
80,89,2.88907,-0.321815
83,89,2.88803,-0.441488
86,89,2.87843,-0.553408
89,89,2.88491,-0.672208
92,89,2.89882,-0.798652
95,89,2.89472,-0.906093
98,89,2.9003,-1.02205
101,89,2.90543,-1.1323
104,89,2.9082,-1.23122
107,89,2.89361,-1.33323
110,89,2.88507,-1.45269
113,89,2.88585,-1.52754
116,89,2.88901,-1.61085
119,89,2.89087,-1.686
122,89,2.89181,-1.7347
125,89,2.89193,-1.79704
128,89,2.91216,-1.83812
131,89,2.8932,-1.89323
134,89,2.89896,-1.91946
137,89,2.90501,-1.95792
140,89,2.90345,-1.98522
143,89,2.89131,-1.9979
146,89,2.89851,-2.00726
149,89,2.89117,-1.99889
152,89,2.88751,-1.99361
155,89,2.89831,-1.97108
158,89,2.88155,-1.94808
161,89,2.87623,-1.91616
164,89,2.88557,-1.86873
167,89,2.88926,-1.82302
170,89,2.88347,-1.77239
173,89,2.89258,-1.71995
176,89,2.89076,-1.6607
179,89,2.8906,-1.58129
182,89,2.89792,-1.49429
185,89,2.9052,-1.40337
188,89,2.90244,-1.30113
191,89,2.88737,-1.19723
194,89,2.88024,-1.09044
197,89,2.88284,-0.989874
200,89,2.88409,-0.87538
203,89,2.88231,-0.778987
206,89,2.86855,-0.645412
209,89,2.87159,-0.522898
212,89,2.87054,-0.40641
215,89,2.87514,-0.298242
218,89,2.86164,-0.169919
221,89,2.87895,-0.0501778
224,89,2.87898,0.0934984
227,89,2.88089,0.217179
230,89,2.87776,0.331993
233,89,2.86241,0.462309
236,89,2.85609,0.581248
239,89,2.86808,0.69342
242,89,2.85119,0.810775
245,89,2.8568,0.926485
248,89,2.86311,1.04406
251,89,2.85399,1.14762
254,89,2.86257,1.24642
257,89,2.84928,1.31838
260,89,2.84776,1.42599
263,89,2.84897,1.50469
266,89,2.85667,1.57349
269,89,2.84784,1.65019
272,89,2.84416,1.73568
275,89,2.85472,1.79428
278,89,2.84317,1.85809
281,89,2.85836,1.88921
284,89,2.84042,1.92079
14,92,2.76629,1.89362
17,92,2.75758,1.83584
20,92,2.76466,1.79546
23,92,2.76262,1.72917
26,92,2.76814,1.63997
29,92,2.78303,1.57848
32,92,2.76789,1.49262
35,92,2.78407,1.39559
38,92,2.78964,1.30763
41,92,2.78924,1.21195
44,92,2.80239,1.11696
47,92,2.80705,1.01497
50,92,2.80594,0.897555
53,92,2.80097,0.788203
56,92,2.78474,0.68861
59,92,2.78298,0.571249
62,92,2.77741,0.43834
65,92,2.79413,0.310678
68,92,2.80478,0.169915
71,92,2.82305,0.0434256
74,92,2.82442,-0.0790968
77,92,2.82037,-0.189262
80,92,2.82584,-0.321394
83,92,2.82354,-0.447371
86,92,2.83018,-0.565707
89,92,2.82452,-0.690344
92,92,2.83788,-0.804514
95,92,2.85036,-0.92605
98,92,2.85449,-1.02851
101,92,2.84421,-1.14517
104,92,2.85821,-1.25267
107,92,2.83554,-1.33053
110,92,2.83402,-1.4458
113,92,2.84005,-1.5135
116,92,2.84621,-1.59961
119,92,2.85037,-1.67756
122,92,2.84592,-1.733
125,92,2.84879,-1.791
128,92,2.84599,-1.83255
131,92,2.83621,-1.88409
134,92,2.84468,-1.91251
137,92,2.84989,-1.95078
140,92,2.84462,-1.97859
143,92,2.84956,-1.99083
146,92,2.84775,-2.00354
149,92,2.84366,-1.99253
152,92,2.84148,-1.98328
155,92,2.85299,-1.96742
158,92,2.83698,-1.94135
161,92,2.82741,-1.9084
164,92,2.82631,-1.87389
167,92,2.82997,-1.83131
170,92,2.84258,-1.7717
173,92,2.84844,-1.72854
176,92,2.84186,-1.6665
179,92,2.83769,-1.58859
182,92,2.84349,-1.49494
185,92,2.84048,-1.40636
188,92,2.84748,-1.30982
191,92,2.84064,-1.20797
194,92,2.8275,-1.09492
197,92,2.83705,-0.989701
200,92,2.83256,-0.879294
203,92,2.83033,-0.781703
206,92,2.81342,-0.642045
209,92,2.81933,-0.519493
212,92,2.8223,-0.40342
215,92,2.82944,-0.299227
218,92,2.81834,-0.153952
221,92,2.83222,-0.039313
224,92,2.8297,0.0852778
227,92,2.81953,0.19579
230,92,2.82217,0.31554
233,92,2.80556,0.443817
236,92,2.80081,0.56307
239,92,2.80035,0.683402
242,92,2.79463,0.798927
245,92,2.78396,0.934207
248,92,2.79394,1.02575
251,92,2.79653,1.12396
254,92,2.79148,1.23393
257,92,2.78955,1.3174
260,92,2.79301,1.42004
263,92,2.78851,1.50247
266,92,2.79609,1.57929
269,92,2.78028,1.67177
272,92,2.76795,1.73627
275,92,2.77754,1.77889
278,92,2.76778,1.83267
281,92,2.79237,1.88795
284,92,2.78653,1.93115
14,95,2.69481,1.88411
17,95,2.68966,1.83383
20,95,2.69176,1.77984
23,95,2.70032,1.717
26,95,2.69623,1.63837
29,95,2.70443,1.56865
32,95,2.69859,1.48685
35,95,2.7075,1.39306
38,95,2.72763,1.30659
41,95,2.72987,1.21146
44,95,2.74237,1.10821
47,95,2.7301,1.00976
50,95,2.72066,0.89599
53,95,2.73011,0.784064
56,95,2.72708,0.673481
59,95,2.72319,0.551687
62,95,2.71631,0.425914
65,95,2.71872,0.303944
68,95,2.72687,0.188191
71,95,2.74887,0.0488798
74,95,2.75442,-0.0785305
77,95,2.7471,-0.18515
80,95,2.76559,-0.324123
83,95,2.75944,-0.446879
86,95,2.76059,-0.566508
89,95,2.74629,-0.677654
92,95,2.75699,-0.785778
95,95,2.7599,-0.895578
98,95,2.78241,-1.01598
101,95,2.77712,-1.12802
104,95,2.77898,-1.22701
107,95,2.76698,-1.32226
110,95,2.78589,-1.4199
113,95,2.78439,-1.51506
116,95,2.77047,-1.58295
119,95,2.79605,-1.66786
122,95,2.78219,-1.71946
125,95,2.79151,-1.78215
128,95,2.79313,-1.82384
131,95,2.78101,-1.87281
134,95,2.7767,-1.91293
137,95,2.78249,-1.94371
140,95,2.78998,-1.98549
143,95,2.79334,-1.99665
146,95,2.78986,-2.00132
149,95,2.78278,-1.99365
152,95,2.78754,-1.98636
155,95,2.79903,-1.97568
158,95,2.78786,-1.94457
161,95,2.78526,-1.90647
164,95,2.79131,-1.87194
167,95,2.78676,-1.83161
170,95,2.7893,-1.77832
173,95,2.79019,-1.72044
176,95,2.78416,-1.67318
179,95,2.78257,-1.58624
182,95,2.78983,-1.4952
185,95,2.793,-1.40747
188,95,2.78936,-1.30298
191,95,2.7966,-1.21528
194,95,2.77673,-1.10103
197,95,2.77677,-0.990699
200,95,2.76592,-0.87302
203,95,2.75919,-0.768214
206,95,2.74784,-0.644799
209,95,2.76012,-0.529183
212,95,2.76578,-0.423609
215,95,2.76547,-0.304645
218,95,2.75804,-0.178312
221,95,2.75017,-0.0410023
224,95,2.7536,0.0765261
227,95,2.75048,0.201759
230,95,2.74139,0.31845
233,95,2.7341,0.44851
236,95,2.72586,0.569561
239,95,2.71473,0.691084
242,95,2.7085,0.813559
245,95,2.70576,0.926927
248,95,2.70637,1.02719
251,95,2.71898,1.12377
254,95,2.70431,1.25043
257,95,2.70563,1.33215
260,95,2.69949,1.41643
263,95,2.69993,1.49958
266,95,2.70953,1.57861
269,95,2.69425,1.66295
272,95,2.6824,1.73638
275,95,2.69513,1.77606
278,95,2.6849,1.82507
281,95,2.70017,1.87287
284,95,2.69646,1.92114
14,98,2.60956,1.86002
17,98,2.60258,1.82762
20,98,2.6075,1.76495
23,98,2.62512,1.70666
26,98,2.62715,1.64264
29,98,2.62669,1.57249
32,98,2.62237,1.49032
35,98,2.62481,1.40272
38,98,2.63725,1.31195
41,98,2.63834,1.20065
44,98,2.65203,1.10387
47,98,2.66032,1.00394
50,98,2.66007,0.89709
53,98,2.65837,0.787892
56,98,2.63854,0.678128
59,98,2.64312,0.554992
62,98,2.64365,0.432604
65,98,2.64865,0.299272
68,98,2.65105,0.165467
71,98,2.66945,0.0455902
74,98,2.66747,-0.0666489
77,98,2.66067,-0.180354
80,98,2.67014,-0.306667
83,98,2.67939,-0.431261
86,98,2.69456,-0.557969
89,98,2.68816,-0.674404
92,98,2.6669,-0.789095
95,98,2.67423,-0.903699
98,98,2.67325,-1.0186
101,98,2.68675,-1.13344
104,98,2.70158,-1.23636
107,98,2.69267,-1.33011
110,98,2.73105,-1.42118
113,98,2.73222,-1.52241
116,98,2.70413,-1.59273
119,98,2.7133,-1.66106
122,98,2.71576,-1.73027
125,98,2.71906,-1.78865
128,98,2.72904,-1.82967
131,98,2.72193,-1.87362
134,98,2.71192,-1.91091
137,98,2.70173,-1.94995
140,98,2.71304,-1.98542
143,98,2.71999,-1.99453
146,98,2.71515,-1.99888
149,98,2.70919,-1.99152
152,98,2.70682,-1.98531
155,98,2.71823,-1.97472
158,98,2.71335,-1.94456
161,98,2.70304,-1.91752
164,98,2.71034,-1.88513
167,98,2.71316,-1.83948
170,98,2.71821,-1.78131
173,98,2.72043,-1.72133
176,98,2.71859,-1.67564
179,98,2.71379,-1.58416
182,98,2.71971,-1.49757
185,98,2.72378,-1.40446
188,98,2.71833,-1.29953
191,98,2.72276,-1.20504
194,98,2.71548,-1.10702
197,98,2.69299,-0.995625
200,98,2.6917,-0.879238
203,98,2.6884,-0.779734
206,98,2.66486,-0.663167
209,98,2.67751,-0.536936
212,98,2.66692,-0.430283
215,98,2.67863,-0.30316
218,98,2.67069,-0.18354
221,98,2.66373,-0.0485705
224,98,2.66629,0.0792946
227,98,2.67316,0.201466
230,98,2.65899,0.322952
233,98,2.64839,0.442626
236,98,2.64534,0.561696
239,98,2.64088,0.679897
242,98,2.6379,0.802719
245,98,2.64541,0.919901
248,98,2.63362,1.03252
251,98,2.64773,1.13181
254,98,2.62331,1.24422
257,98,2.61953,1.3385
260,98,2.61341,1.42306
263,98,2.61427,1.50531
266,98,2.62598,1.57738
269,98,2.60801,1.65779
272,98,2.60297,1.73352
275,98,2.6152,1.78379
278,98,2.60263,1.81974
281,98,2.6165,1.8679
284,98,2.59199,1.92159
14,101,2.49934,1.87788
17,101,2.50579,1.83794
20,101,2.51377,1.78264
23,101,2.5133,1.73534
26,101,2.51898,1.67109
29,101,2.52532,1.59271
32,101,2.52164,1.51421
35,101,2.53161,1.4193
38,101,2.51596,1.33789
41,101,2.53206,1.24099
44,101,2.54402,1.13413
47,101,2.54479,1.02542
50,101,2.53294,0.918576
53,101,2.55069,0.806853
56,101,2.54574,0.689615
59,101,2.5491,0.569878
62,101,2.55083,0.44495
65,101,2.55207,0.317609
68,101,2.55564,0.170578
71,101,2.57083,0.0318161
74,101,2.56334,-0.0749629
77,101,2.56251,-0.184828
80,101,2.59527,-0.311935
83,101,2.59475,-0.423708
86,101,2.59451,-0.549849
89,101,2.59699,-0.666422
92,101,2.59099,-0.786323
95,101,2.58094,-0.891632
98,101,2.58305,-1.01622
101,101,2.59059,-1.1186
104,101,2.60318,-1.22005
107,101,2.60561,-1.32627
110,101,2.62538,-1.41332
113,101,2.63055,-1.50457
116,101,2.61972,-1.58008
119,101,2.63658,-1.64814
122,101,2.62813,-1.70592
125,101,2.6246,-1.77259
128,101,2.64245,-1.81415
131,101,2.64091,-1.86694
134,101,2.63007,-1.90671
137,101,2.61917,-1.94085
140,101,2.62936,-1.97528
143,101,2.63335,-1.9938
146,101,2.63411,-1.99762
149,101,2.626,-1.9876
152,101,2.61959,-1.98179
155,101,2.63154,-1.97406
158,101,2.62465,-1.94943
161,101,2.6179,-1.92308
164,101,2.61317,-1.89059
167,101,2.61925,-1.84833
170,101,2.62612,-1.78687
173,101,2.62398,-1.73524
176,101,2.62606,-1.67072
179,101,2.62889,-1.58747
182,101,2.62684,-1.50531
185,101,2.63349,-1.41764
188,101,2.62442,-1.31721
191,101,2.61816,-1.22294
194,101,2.60706,-1.12442
197,101,2.59944,-1.01163
200,101,2.59692,-0.904023
203,101,2.60009,-0.801196
206,101,2.57046,-0.676355
209,101,2.57377,-0.549086
212,101,2.56911,-0.427546
215,101,2.5811,-0.293028
218,101,2.5725,-0.177608
221,101,2.57309,-0.0642242
224,101,2.57996,0.061936
227,101,2.5812,0.174261
230,101,2.56215,0.306376
233,101,2.56269,0.442528
236,101,2.55665,0.56751
239,101,2.55109,0.69061
242,101,2.54086,0.826085
245,101,2.55604,0.907703
248,101,2.52848,0.998411
251,101,2.537,1.11361
254,101,2.52678,1.22117
257,101,2.51869,1.3254
260,101,2.5193,1.40971
263,101,2.51479,1.49296
266,101,2.52242,1.56333
269,101,2.5056,1.64836
272,101,2.50065,1.7185
275,101,2.514,1.77126
278,101,2.50013,1.82364
281,101,2.51849,1.8621
284,101,2.50336,1.91099
14,104,2.39951,1.87073
17,104,2.39787,1.82663
20,104,2.40185,1.78425
23,104,2.40175,1.73128
26,104,2.41265,1.65376
29,104,2.42083,1.58107
32,104,2.42182,1.50929
35,104,2.42645,1.42192
38,104,2.40523,1.33785
41,104,2.41968,1.23857
44,104,2.40539,1.13899
47,104,2.42381,1.03713
50,104,2.42141,0.930129
53,104,2.43982,0.806776
56,104,2.43345,0.683058
59,104,2.44364,0.56456
62,104,2.43333,0.441968
65,104,2.42953,0.321142
68,104,2.46426,0.173804
71,104,2.45929,0.0479664
74,104,2.46856,-0.0638466
77,104,2.47525,-0.180763
80,104,2.48172,-0.300164
83,104,2.48672,-0.416403
86,104,2.4911,-0.544467
89,104,2.49328,-0.666599
92,104,2.49593,-0.786908
95,104,2.49566,-0.910872
98,104,2.49454,-1.05031
101,104,2.5004,-1.15722
104,104,2.50768,-1.23906
107,104,2.50875,-1.32171
110,104,2.51988,-1.42524
113,104,2.53784,-1.51136
116,104,2.52614,-1.58569
119,104,2.5404,-1.66113
122,104,2.52403,-1.71867
125,104,2.51619,-1.78189
128,104,2.54008,-1.82202
131,104,2.55686,-1.87012
134,104,2.53886,-1.91288
137,104,2.53181,-1.94965
140,104,2.53911,-1.97854
143,104,2.53612,-1.99609
146,104,2.54194,-2.00868
149,104,2.53579,-1.99165
152,104,2.52603,-1.98954
155,104,2.53581,-1.96857
158,104,2.5315,-1.95334
161,104,2.52917,-1.92788
164,104,2.52204,-1.89248
167,104,2.529,-1.84847
170,104,2.53833,-1.78543
173,104,2.53178,-1.73126
176,104,2.53384,-1.65814
179,104,2.53447,-1.57209
182,104,2.54309,-1.50415
185,104,2.54763,-1.41977
188,104,2.53165,-1.30631
191,104,2.51872,-1.20972
194,104,2.50871,-1.10601
197,104,2.49471,-1.0039
200,104,2.47741,-0.899293
203,104,2.4828,-0.787648
206,104,2.4715,-0.68147
209,104,2.47958,-0.554323
212,104,2.48186,-0.425069
215,104,2.46148,-0.325136
218,104,2.45324,-0.191428
221,104,2.45814,-0.058459
224,104,2.45067,0.0655523
227,104,2.45167,0.178579
230,104,2.43974,0.303545
233,104,2.4428,0.436915
236,104,2.44484,0.558312
239,104,2.44063,0.682152
242,104,2.42033,0.811345
245,104,2.44588,0.891145
248,104,2.43174,0.998955
251,104,2.42434,1.09926
254,104,2.43076,1.23163
257,104,2.41036,1.3176
260,104,2.4014,1.40738
263,104,2.40125,1.49451
266,104,2.40984,1.56631
269,104,2.40133,1.65062
272,104,2.39873,1.71907
275,104,2.41349,1.76904
278,104,2.39949,1.81531
281,104,2.40981,1.85612
284,104,2.41013,1.92153
14,107,2.26764,1.85762
17,107,2.26669,1.80751
20,107,2.27311,1.77365
23,107,2.28138,1.72463
26,107,2.28557,1.65463
29,107,2.29373,1.59357
32,107,2.29385,1.51943
35,107,2.29074,1.42689
38,107,2.27955,1.33108
41,107,2.30224,1.22384
44,107,2.30468,1.12827
47,107,2.29429,1.02939
50,107,2.29132,0.935276
53,107,2.33549,0.795353
56,107,2.32343,0.684532
59,107,2.32844,0.570433
62,107,2.31716,0.438087
65,107,2.326,0.304495
68,107,2.33211,0.161501
71,107,2.34186,0.0425148
74,107,2.34398,-0.0648806
77,107,2.36026,-0.181833
80,107,2.37061,-0.306345
83,107,2.37664,-0.421732
86,107,2.3823,-0.547313
89,107,2.38023,-0.678144
92,107,2.37486,-0.792743
95,107,2.36489,-0.922685
98,107,2.39969,-1.04043
101,107,2.38857,-1.14358
104,107,2.3964,-1.2182
107,107,2.38941,-1.31088
110,107,2.39701,-1.4227
113,107,2.42318,-1.51115
116,107,2.39875,-1.57821
119,107,2.40923,-1.64529
122,107,2.40706,-1.70636
125,107,2.41012,-1.77992
128,107,2.4212,-1.82451
131,107,2.42575,-1.8713
134,107,2.42529,-1.91272
137,107,2.42319,-1.95129
140,107,2.42998,-1.98985
143,107,2.42762,-2.00396
146,107,2.43965,-2.01017
149,107,2.4372,-1.99611
152,107,2.42887,-2.00623
155,107,2.43618,-1.97568
158,107,2.42674,-1.94928
161,107,2.42331,-1.92571
164,107,2.42665,-1.89896
167,107,2.42435,-1.86016
170,107,2.43867,-1.7913
173,107,2.43084,-1.74251
176,107,2.43438,-1.67222
179,107,2.42786,-1.58278
182,107,2.42999,-1.50177
185,107,2.429,-1.41541
188,107,2.43148,-1.32444
191,107,2.4173,-1.24373
194,107,2.40168,-1.13161
197,107,2.39026,-1.01416
200,107,2.37654,-0.919563
203,107,2.37737,-0.801741
206,107,2.36236,-0.674285
209,107,2.36814,-0.558357
212,107,2.3691,-0.43697
215,107,2.37195,-0.341226
218,107,2.34938,-0.191188
221,107,2.35919,-0.0402476
224,107,2.35508,0.083962
227,107,2.35471,0.199708
230,107,2.33796,0.315607
233,107,2.32401,0.436977
236,107,2.32869,0.555238
239,107,2.33284,0.669399
242,107,2.3127,0.808587
245,107,2.3321,0.913485
248,107,2.32559,1.02729
251,107,2.31479,1.1093
254,107,2.31405,1.24335
257,107,2.29364,1.32243
260,107,2.27882,1.40751
263,107,2.28237,1.49436
266,107,2.27027,1.56884
269,107,2.2709,1.64738
272,107,2.27185,1.72499
275,107,2.28172,1.77609
278,107,2.26783,1.82256
281,107,2.29311,1.86645
284,107,2.2912,1.91819
14,110,2.16301,1.89043
17,110,2.16202,1.81436
20,110,2.15426,1.7822
23,110,2.16624,1.72923
26,110,2.17172,1.65087
29,110,2.15899,1.5906
32,110,2.151,1.51871
35,110,2.16176,1.43383
38,110,2.17057,1.3379
41,110,2.19794,1.22932
44,110,2.19721,1.13634
47,110,2.18279,1.03593
50,110,2.17715,0.937585
53,110,2.20342,0.801161
56,110,2.19439,0.687716
59,110,2.20421,0.574008
62,110,2.1976,0.439736
65,110,2.21464,0.311223
68,110,2.23594,0.166197
71,110,2.23394,0.0534314
74,110,2.22529,-0.064306
77,110,2.23634,-0.172354
80,110,2.23967,-0.294684
83,110,2.25301,-0.409838
86,110,2.26047,-0.530432
89,110,2.24597,-0.659669
92,110,2.24671,-0.774011
95,110,2.23363,-0.894861
98,110,2.25821,-1.0307
101,110,2.25734,-1.14795
104,110,2.28384,-1.22086
107,110,2.27303,-1.30821
110,110,2.27078,-1.40263
113,110,2.30284,-1.49161
116,110,2.2895,-1.56485
119,110,2.28901,-1.62473
122,110,2.27898,-1.70207
125,110,2.28925,-1.77191
128,110,2.29551,-1.82726
131,110,2.31266,-1.88459
134,110,2.31422,-1.91003
137,110,2.31482,-1.93966
140,110,2.31763,-1.99538
143,110,2.32018,-2.01675
146,110,2.32146,-2.0143
149,110,2.31511,-2.0018
152,110,2.3052,-2.00652
155,110,2.30989,-1.98071
158,110,2.30152,-1.95284
161,110,2.3023,-1.91538
164,110,2.31155,-1.88386
167,110,2.31348,-1.8531
170,110,2.31866,-1.79387
173,110,2.32674,-1.73586
176,110,2.31651,-1.6755
179,110,2.30569,-1.58066
182,110,2.33032,-1.51325
185,110,2.3002,-1.42446
188,110,2.29652,-1.31137
191,110,2.28715,-1.23128
194,110,2.2804,-1.12967
197,110,2.25715,-1.02851
200,110,2.25789,-0.915285
203,110,2.25561,-0.81441
206,110,2.23362,-0.690418
209,110,2.23269,-0.567772
212,110,2.2437,-0.43719
215,110,2.24005,-0.341627
218,110,2.21784,-0.222953
221,110,2.25021,-0.0553084
224,110,2.22941,0.0791761
227,110,2.23221,0.181583
230,110,2.22075,0.296121
233,110,2.20501,0.426784
236,110,2.20306,0.558156
239,110,2.20515,0.677057
242,110,2.18294,0.805851
