x,y,u_displacement,v_displacement
233,155,-0.364575,0.344079
236,155,-0.362961,0.462998
239,155,-0.36162,0.601512
242,155,-0.353649,0.695623
245,155,-0.34952,0.822068
248,155,-0.35469,0.924504
251,155,-0.37327,1.02413
254,155,-0.391317,1.11843
257,155,-0.379638,1.24012
260,155,-0.399474,1.31703
263,155,-0.395087,1.40847
266,155,-0.404379,1.48316
269,155,-0.415618,1.56426
272,155,-0.402925,1.64282
275,155,-0.415093,1.71055
278,155,-0.420372,1.77743
281,155,-0.419422,1.8371
284,155,-0.427327,1.89608
14,158,-0.602658,1.92286
17,158,-0.6082,1.9022
20,158,-0.613817,1.85969
23,158,-0.605218,1.7795
26,158,-0.606389,1.72301
29,158,-0.603942,1.65957
32,158,-0.601375,1.58733
35,158,-0.590125,1.49808
38,158,-0.596139,1.41789
41,158,-0.572176,1.33294
44,158,-0.571969,1.22168
47,158,-0.562362,1.13057
50,158,-0.571332,1.02048
53,158,-0.540278,0.923549
56,158,-0.557177,0.803098
59,158,-0.541788,0.68792
62,158,-0.530399,0.562548
65,158,-0.515801,0.433384
68,158,-0.511714,0.313269
71,158,-0.508392,0.197156
74,158,-0.502345,0.0835592
77,158,-0.491852,-0.0569457
80,158,-0.499942,-0.181999
83,158,-0.50171,-0.313836
86,158,-0.470827,-0.444058
89,158,-0.468593,-0.553793
92,158,-0.455555,-0.679915
95,158,-0.444653,-0.802143
98,158,-0.439834,-0.915302
101,158,-0.435882,-1.02972
104,158,-0.415485,-1.12855
107,158,-0.435689,-1.22195
110,158,-0.422319,-1.32342
113,158,-0.418868,-1.42785
116,158,-0.40554,-1.51191
119,158,-0.406883,-1.59624
122,158,-0.401866,-1.67682
125,158,-0.393862,-1.75143
128,158,-0.408231,-1.81046
131,158,-0.391072,-1.84045
134,158,-0.388539,-1.89531
137,158,-0.383792,-1.93158
140,158,-0.370865,-1.9544
143,158,-0.389146,-1.97184
146,158,-0.377954,-1.98376
149,158,-0.385564,-1.99271
152,158,-0.3722,-1.98546
155,158,-0.380004,-1.98683
158,158,-0.380064,-1.97133
161,158,-0.388634,-1.9667
164,158,-0.369028,-1.93527
167,158,-0.377758,-1.89372
170,158,-0.372002,-1.82619
173,158,-0.383403,-1.7902
176,158,-0.382967,-1.70881
179,158,-0.390841,-1.63592
182,158,-0.385915,-1.57756
185,158,-0.392426,-1.50306
188,158,-0.411283,-1.41982
191,158,-0.404366,-1.32172
194,158,-0.415209,-1.22658
197,158,-0.42795,-1.12443
200,158,-0.428955,-1.01379
203,158,-0.437005,-0.893934
206,158,-0.432534,-0.772277
209,158,-0.454987,-0.68138
212,158,-0.444354,-0.553614
215,158,-0.463636,-0.429384
218,158,-0.46706,-0.296915
221,158,-0.488832,-0.184632
224,158,-0.494311,-0.0555685
227,158,-0.508707,0.0774807
230,158,-0.507885,0.198287
233,158,-0.522144,0.333298
236,158,-0.52956,0.454904
239,158,-0.547569,0.58895
242,158,-0.560066,0.70455
245,158,-0.547266,0.818864
248,158,-0.557095,0.910888
251,158,-0.560755,1.01384
254,158,-0.543162,1.1482
257,158,-0.546846,1.24471
260,158,-0.578827,1.31929
263,158,-0.564827,1.40896
266,158,-0.591923,1.4878
269,158,-0.594646,1.5823
272,158,-0.590337,1.64805
275,158,-0.602413,1.70563
278,158,-0.588774,1.78449
281,158,-0.593757,1.84686
284,158,-0.596685,1.88978
14,161,-0.783353,1.96066
17,161,-0.791009,1.91007
20,161,-0.786404,1.85246
23,161,-0.779062,1.77638
26,161,-0.761469,1.72629
29,161,-0.768233,1.65976
32,161,-0.758851,1.59169
35,161,-0.769522,1.51259
38,161,-0.781247,1.43791
41,161,-0.760135,1.34307
44,161,-0.756333,1.22672
47,161,-0.722835,1.1252
50,161,-0.731476,1.02812
53,161,-0.705061,0.918946
56,161,-0.721105,0.806198
59,161,-0.708872,0.692318
62,161,-0.701214,0.569197
65,161,-0.707026,0.44554
68,161,-0.697428,0.315914
71,161,-0.686892,0.18815
74,161,-0.680003,0.0709305
77,161,-0.669349,-0.0612532
80,161,-0.67706,-0.178961
83,161,-0.67552,-0.304891
86,161,-0.660486,-0.422982
89,161,-0.649027,-0.552311
92,161,-0.645436,-0.673983
95,161,-0.627096,-0.796901
98,161,-0.624538,-0.909378
101,161,-0.620751,-1.01257
104,161,-0.580361,-1.10764
107,161,-0.592778,-1.21745
110,161,-0.598617,-1.30889
113,161,-0.593963,-1.40604
116,161,-0.570339,-1.52618
119,161,-0.594896,-1.5836
122,161,-0.567931,-1.65587
125,161,-0.577863,-1.73175
128,161,-0.580989,-1.80386
131,161,-0.564956,-1.8419
134,161,-0.555962,-1.89534
137,161,-0.556589,-1.92553
140,161,-0.55849,-1.94256
143,161,-0.566465,-1.95899
146,161,-0.566078,-1.97074
149,161,-0.576101,-1.97976
152,161,-0.544753,-1.99066
155,161,-0.554525,-1.9827
158,161,-0.559977,-1.96913
161,161,-0.566657,-1.96211
164,161,-0.55447,-1.9134
167,161,-0.566696,-1.88436
170,161,-0.555776,-1.82436
173,161,-0.573007,-1.79785
176,161,-0.562788,-1.73147
179,161,-0.568479,-1.668
182,161,-0.585062,-1.57768
185,161,-0.587082,-1.51568
188,161,-0.598816,-1.41576
191,161,-0.593819,-1.31747
194,161,-0.601714,-1.2437
197,161,-0.605032,-1.1358
200,161,-0.616622,-1.04521
203,161,-0.609174,-0.92142
206,161,-0.616439,-0.786774
209,161,-0.637348,-0.683316
212,161,-0.625695,-0.573451
215,161,-0.656597,-0.437702
218,161,-0.643476,-0.311095
221,161,-0.654543,-0.193107
224,161,-0.652955,-0.0605357
227,161,-0.676534,0.0654132
230,161,-0.700482,0.188003
233,161,-0.699506,0.310216
236,161,-0.70778,0.43571
239,161,-0.718121,0.573513
242,161,-0.739058,0.678815
245,161,-0.72845,0.799912
248,161,-0.72922,0.923768
251,161,-0.746136,1.03188
254,161,-0.757359,1.12368
257,161,-0.766218,1.22095
260,161,-0.774262,1.30345
263,161,-0.763861,1.39735
266,161,-0.776667,1.48394
269,161,-0.781628,1.55829
272,161,-0.787785,1.63922
275,161,-0.793785,1.70446
278,161,-0.786243,1.78212
281,161,-0.804972,1.8431
284,161,-0.79401,1.88165
14,164,-0.969012,1.92834
17,164,-0.978012,1.89407
20,164,-0.960376,1.85208
23,164,-0.958857,1.78669
26,164,-0.946687,1.73305
29,164,-0.950074,1.66618
32,164,-0.946059,1.59286
35,164,-0.946022,1.50624
38,164,-0.955644,1.42407
41,164,-0.940551,1.33943
44,164,-0.927114,1.24665
47,164,-0.903821,1.15133
50,164,-0.919398,1.05097
53,164,-0.892159,0.94457
56,164,-0.90167,0.817737
59,164,-0.912814,0.704719
62,164,-0.900703,0.576996
65,164,-0.909601,0.456086
68,164,-0.888645,0.338133
71,164,-0.882143,0.208794
74,164,-0.864786,0.100488
77,164,-0.857398,-0.0398821
80,164,-0.871568,-0.179387
83,164,-0.859367,-0.300938
86,164,-0.847085,-0.41722
89,164,-0.840559,-0.545091
92,164,-0.837749,-0.661368
95,164,-0.809318,-0.771062
98,164,-0.80153,-0.89724
101,164,-0.795982,-0.992936
104,164,-0.764629,-1.09406
107,164,-0.785419,-1.20469
110,164,-0.781189,-1.28711
113,164,-0.799599,-1.38361
116,164,-0.771189,-1.50154
119,164,-0.789346,-1.56495
122,164,-0.762747,-1.63875
125,164,-0.763017,-1.71767
128,164,-0.7756,-1.78305
131,164,-0.76083,-1.82314
134,164,-0.760339,-1.87559
137,164,-0.754923,-1.91297
140,164,-0.742908,-1.94923
143,164,-0.739867,-1.97018
146,164,-0.741897,-1.97854
149,164,-0.741229,-1.98398
152,164,-0.735861,-1.99164
155,164,-0.742057,-1.98677
158,164,-0.73625,-1.97732
161,164,-0.745135,-1.96641
164,164,-0.733569,-1.91908
167,164,-0.744455,-1.89961
170,164,-0.733271,-1.85931
173,164,-0.73791,-1.79081
176,164,-0.742863,-1.72755
179,164,-0.750861,-1.66889
182,164,-0.760475,-1.59488
185,164,-0.762618,-1.52778
188,164,-0.776677,-1.43375
191,164,-0.773674,-1.33179
194,164,-0.77303,-1.26242
197,164,-0.791889,-1.14272
200,164,-0.813485,-1.02599
203,164,-0.829158,-0.910523
206,164,-0.824091,-0.798209
209,164,-0.825418,-0.689745
212,164,-0.835264,-0.576276
215,164,-0.842011,-0.442348
218,164,-0.827318,-0.318366
221,164,-0.845209,-0.20482
224,164,-0.85888,-0.0778104
227,164,-0.877859,0.0502064
230,164,-0.897101,0.183429
233,164,-0.870356,0.293468
236,164,-0.875862,0.409208
239,164,-0.883568,0.55321
242,164,-0.91969,0.658728
245,164,-0.905287,0.773116
248,164,-0.918593,0.904269
251,164,-0.928114,1.02361
254,164,-0.938394,1.11827
257,164,-0.939081,1.22153
260,164,-0.958457,1.32039
263,164,-0.95031,1.40546
266,164,-0.962087,1.48021
269,164,-0.973436,1.56294
272,164,-0.972497,1.63648
275,164,-0.969847,1.7055
278,164,-0.956011,1.78463
281,164,-0.986053,1.84015
284,164,-0.972644,1.88927
14,167,-1.13993,1.92693
17,167,-1.14797,1.88928
20,167,-1.1412,1.85573
23,167,-1.15126,1.79398
26,167,-1.15244,1.73366
29,167,-1.15452,1.67642
32,167,-1.13673,1.59596
35,167,-1.12568,1.50865
38,167,-1.11669,1.42555
41,167,-1.0979,1.35222
44,167,-1.09139,1.24718
47,167,-1.09621,1.16276
50,167,-1.13089,1.04663
53,167,-1.1053,0.947881
56,167,-1.08716,0.83419
59,167,-1.08978,0.71151
62,167,-1.06885,0.587838
65,167,-1.07906,0.453689
68,167,-1.06971,0.324764
71,167,-1.05468,0.199387
74,167,-1.04427,0.10473
77,167,-1.03889,-0.0271401
80,167,-1.04627,-0.147062
83,167,-1.03657,-0.29928
86,167,-1.01692,-0.41031
89,167,-1.01539,-0.541594
92,167,-1.01313,-0.659616
95,167,-0.987551,-0.775107
98,167,-0.980565,-0.888917
101,167,-0.977449,-0.985183
104,167,-0.951636,-1.09982
107,167,-0.974904,-1.21838
110,167,-0.972978,-1.28789
113,167,-0.975797,-1.38936
116,167,-0.955752,-1.50311
119,167,-0.968199,-1.57391
122,167,-0.944784,-1.64446
125,167,-0.937939,-1.73842
128,167,-0.942546,-1.79877
131,167,-0.923034,-1.83443
134,167,-0.942073,-1.87429
137,167,-0.932702,-1.90789
140,167,-0.917095,-1.94384
143,167,-0.914282,-1.96892
146,167,-0.912364,-1.98782
149,167,-0.924045,-1.98421
152,167,-0.915049,-1.98844
155,167,-0.916724,-1.98301
158,167,-0.93006,-1.96424
161,167,-0.924448,-1.94907
164,167,-0.930211,-1.90927
167,167,-0.931705,-1.88886
170,167,-0.929876,-1.84572
173,167,-0.924827,-1.80943
176,167,-0.916386,-1.74808
179,167,-0.928638,-1.68129
182,167,-0.943711,-1.60562
185,167,-0.960526,-1.53163
188,167,-0.972564,-1.43061
191,167,-0.97047,-1.34549
194,167,-0.969836,-1.26576
197,167,-0.986056,-1.157
200,167,-0.975933,-1.05219
203,167,-0.995757,-0.936141
206,167,-0.990916,-0.808507
209,167,-1.013,-0.711008
212,167,-1.0272,-0.591293
215,167,-1.02818,-0.457352
218,167,-1.01115,-0.334262
221,167,-1.02839,-0.207564
224,167,-1.03401,-0.0841697
227,167,-1.05073,0.041007
230,167,-1.0583,0.168609
233,167,-1.05577,0.28971
236,167,-1.07028,0.408814
239,167,-1.07325,0.540671
242,167,-1.10447,0.650691
245,167,-1.06973,0.784324
248,167,-1.10368,0.906181
251,167,-1.11501,1.02349
254,167,-1.11729,1.12049
257,167,-1.1206,1.21166
260,167,-1.11865,1.3125
263,167,-1.12909,1.39334
266,167,-1.14123,1.47403
269,167,-1.14623,1.56938
272,167,-1.14441,1.63825
275,167,-1.137,1.70894
278,167,-1.13137,1.78226
281,167,-1.16115,1.83493
284,167,-1.1416,1.90066
14,170,-1.3138,1.93349
17,170,-1.30608,1.9081
20,170,-1.32223,1.87108
23,170,-1.31763,1.80476
26,170,-1.31194,1.74468
29,170,-1.33806,1.68915
32,170,-1.32391,1.61224
35,170,-1.31905,1.54721
38,170,-1.29275,1.45252
41,170,-1.27941,1.36886
44,170,-1.26473,1.27348
47,170,-1.27865,1.17047
50,170,-1.2932,1.06147
53,170,-1.28057,0.951838
56,170,-1.28551,0.843896
59,170,-1.26787,0.727534
62,170,-1.25627,0.594425
65,170,-1.25767,0.474478
68,170,-1.25289,0.351417
71,170,-1.23909,0.211771
74,170,-1.22417,0.10249
77,170,-1.22955,-0.0307446
80,170,-1.23142,-0.152972
83,170,-1.22254,-0.29212
86,170,-1.18972,-0.402793
89,170,-1.19425,-0.531187
92,170,-1.19003,-0.647988
95,170,-1.15947,-0.76604
98,170,-1.15187,-0.888567
101,170,-1.16054,-0.987367
104,170,-1.1422,-1.09534
107,170,-1.14073,-1.21267
110,170,-1.1331,-1.28183
113,170,-1.14422,-1.38507
116,170,-1.14023,-1.4912
119,170,-1.13708,-1.56693
122,170,-1.12604,-1.64313
125,170,-1.11758,-1.72212
128,170,-1.12236,-1.78273
131,170,-1.10861,-1.83434
134,170,-1.11276,-1.87517
137,170,-1.1065,-1.91133
140,170,-1.101,-1.94069
143,170,-1.09942,-1.97236
146,170,-1.08554,-1.98773
149,170,-1.09806,-1.98731
152,170,-1.08375,-1.99277
155,170,-1.08953,-1.98856
158,170,-1.11135,-1.97029
161,170,-1.10195,-1.95489
164,170,-1.11204,-1.92157
167,170,-1.10109,-1.90089
170,170,-1.10061,-1.85294
173,170,-1.10142,-1.80734
176,170,-1.08309,-1.75104
179,170,-1.11727,-1.69397
182,170,-1.13473,-1.61145
185,170,-1.13307,-1.54024
188,170,-1.14152,-1.44179
191,170,-1.13945,-1.3497
194,170,-1.14325,-1.27297
197,170,-1.16335,-1.15114
200,170,-1.13877,-1.03945
203,170,-1.16774,-0.935508
206,170,-1.16389,-0.819448
209,170,-1.17579,-0.705704
212,170,-1.19939,-0.596191
215,170,-1.19634,-0.459317
218,170,-1.1827,-0.346651
221,170,-1.18696,-0.222516
224,170,-1.19871,-0.0942465
227,170,-1.23275,0.033731
230,170,-1.24232,0.159774
233,170,-1.24959,0.276454
236,170,-1.26404,0.401766
239,170,-1.25746,0.52544
242,170,-1.268,0.653586
245,170,-1.2617,0.773507
248,170,-1.28521,0.87892
251,170,-1.28697,0.98734
254,170,-1.29806,1.10034
257,170,-1.2932,1.21641
260,170,-1.30495,1.30292
263,170,-1.31415,1.38833
266,170,-1.31899,1.47405
269,170,-1.32593,1.56251
272,170,-1.32967,1.6361
275,170,-1.31502,1.69464
278,170,-1.30125,1.76373
281,170,-1.31437,1.82797
284,170,-1.31739,1.88583
14,173,-1.49672,1.93038
17,173,-1.48443,1.89109
20,173,-1.47046,1.84486
23,173,-1.48658,1.78448
26,173,-1.48257,1.72853
29,173,-1.49946,1.67084
32,173,-1.47212,1.60615
35,173,-1.47746,1.52989
38,173,-1.4617,1.43255
41,173,-1.45822,1.34565
44,173,-1.42954,1.26297
47,173,-1.43514,1.16622
50,173,-1.46562,1.06342
53,173,-1.45403,0.957454
56,173,-1.44998,0.848288
59,173,-1.42643,0.731134
62,173,-1.42191,0.61813
65,173,-1.41755,0.479087
68,173,-1.41973,0.357079
71,173,-1.4174,0.239831
74,173,-1.39342,0.112237
77,173,-1.41546,-0.0192929
80,173,-1.3923,-0.152357
83,173,-1.38786,-0.282461
86,173,-1.36541,-0.400497
89,173,-1.37183,-0.529886
92,173,-1.35865,-0.655372
95,173,-1.34156,-0.776525
98,173,-1.3395,-0.895162
101,173,-1.33927,-0.976392
104,173,-1.33225,-1.09188
107,173,-1.32143,-1.20106
110,173,-1.31171,-1.28578
113,173,-1.31471,-1.38433
116,173,-1.31812,-1.48142
119,173,-1.31648,-1.55997
122,173,-1.31913,-1.63272
125,173,-1.29366,-1.70988
128,173,-1.28594,-1.78011
131,173,-1.27012,-1.83529
134,173,-1.2873,-1.8763
137,173,-1.27183,-1.92248
140,173,-1.27744,-1.93058
143,173,-1.28879,-1.95608
146,173,-1.26995,-1.98031
149,173,-1.27735,-1.98374
152,173,-1.26596,-1.99442
155,173,-1.2673,-2.00028
158,173,-1.28073,-1.9669
161,173,-1.27567,-1.95117
164,173,-1.27973,-1.92767
167,173,-1.26886,-1.9029
170,173,-1.28089,-1.8548
173,173,-1.28048,-1.80607
176,173,-1.27437,-1.73843
179,173,-1.29401,-1.68087
182,173,-1.31463,-1.61236
185,173,-1.31353,-1.54242
188,173,-1.32163,-1.4486
191,173,-1.31609,-1.36957
194,173,-1.31959,-1.27753
197,173,-1.33556,-1.16132
200,173,-1.32248,-1.04674
203,173,-1.35955,-0.930444
206,173,-1.33796,-0.812663
209,173,-1.36122,-0.714245
212,173,-1.36783,-0.600347
215,173,-1.37077,-0.478806
218,173,-1.37625,-0.347181
221,173,-1.37217,-0.225415
224,173,-1.37208,-0.088179
227,173,-1.39684,0.0266844
230,173,-1.41038,0.147005
233,173,-1.4077,0.289484
236,173,-1.41558,0.392263
239,173,-1.42239,0.516256
242,173,-1.44044,0.638969
245,173,-1.42883,0.756021
248,173,-1.44722,0.870859
251,173,-1.44473,0.990789
254,173,-1.45706,1.08862
257,173,-1.45265,1.18991
260,173,-1.46083,1.29393
263,173,-1.47459,1.38729
266,173,-1.47779,1.4718
269,173,-1.48475,1.55665
272,173,-1.48303,1.62172
275,173,-1.48796,1.69877
278,173,-1.48683,1.7733
281,173,-1.48648,1.82623
284,173,-1.48059,1.87524
14,176,-1.66047,1.92778
17,176,-1.66379,1.89136
20,176,-1.64514,1.85414
23,176,-1.66553,1.79978
26,176,-1.65286,1.74574
29,176,-1.6592,1.69312
32,176,-1.63003,1.62244
35,176,-1.6319,1.55006
38,176,-1.63005,1.44837
41,176,-1.62714,1.35441
44,176,-1.61536,1.25507
47,176,-1.60878,1.154
50,176,-1.62828,1.04857
53,176,-1.6009,0.958587
56,176,-1.59933,0.842956
59,176,-1.58073,0.740718
62,176,-1.57799,0.62554
65,176,-1.57932,0.47575
68,176,-1.57342,0.352126
71,176,-1.57277,0.239359
74,176,-1.56547,0.112164
77,176,-1.55601,-0.0180564
80,176,-1.5569,-0.125029
83,176,-1.55267,-0.260658
86,176,-1.52519,-0.381303
89,176,-1.53525,-0.51666
92,176,-1.53644,-0.636674
95,176,-1.49931,-0.749083
98,176,-1.50338,-0.870514
101,176,-1.50073,-0.983426
104,176,-1.48645,-1.10172
107,176,-1.4876,-1.19651
110,176,-1.48114,-1.27513
113,176,-1.48101,-1.37944
116,176,-1.48765,-1.4772
119,176,-1.47705,-1.55805
122,176,-1.47523,-1.63228
125,176,-1.45638,-1.70908
128,176,-1.4549,-1.77574
131,176,-1.43861,-1.83326
134,176,-1.44464,-1.87487
137,176,-1.45334,-1.91469
140,176,-1.45004,-1.93488
143,176,-1.46102,-1.97248
146,176,-1.44307,-1.98568
149,176,-1.45472,-1.99076
152,176,-1.43403,-1.99504
155,176,-1.43956,-2.00237
158,176,-1.43961,-1.97897
161,176,-1.44565,-1.95752
164,176,-1.4393,-1.93751
167,176,-1.4388,-1.90414
170,176,-1.45045,-1.8659
173,176,-1.45024,-1.80197
176,176,-1.44104,-1.7376
179,176,-1.45633,-1.67565
182,176,-1.46538,-1.61089
185,176,-1.46754,-1.54158
188,176,-1.47837,-1.44828
191,176,-1.47671,-1.3663
194,176,-1.4804,-1.27914
197,176,-1.49885,-1.17623
200,176,-1.49298,-1.05621
203,176,-1.52845,-0.943847
206,176,-1.52018,-0.835659
209,176,-1.52417,-0.723723
212,176,-1.52354,-0.61763
215,176,-1.53286,-0.489729
218,176,-1.5303,-0.352783
221,176,-1.52415,-0.246485
224,176,-1.5308,-0.125379
227,176,-1.55671,0.00138939
230,176,-1.57391,0.120104
233,176,-1.57505,0.245386
236,176,-1.58257,0.362282
239,176,-1.58526,0.495424
242,176,-1.60084,0.626516
245,176,-1.57753,0.74637
248,176,-1.59134,0.855635
251,176,-1.58906,0.96601
254,176,-1.62224,1.08054
257,176,-1.61391,1.18331
260,176,-1.6289,1.27656
263,176,-1.62537,1.36587
266,176,-1.63788,1.45295
269,176,-1.64595,1.54159
272,176,-1.6387,1.61634
275,176,-1.65421,1.68896
278,176,-1.65048,1.76506
281,176,-1.65946,1.82604
284,176,-1.64216,1.86966
14,179,-1.80057,1.94096
17,179,-1.80281,1.89868
20,179,-1.7923,1.87048
23,179,-1.81379,1.81536
26,179,-1.81012,1.76488
29,179,-1.81176,1.69643
32,179,-1.80331,1.61826
35,179,-1.79307,1.54456
38,179,-1.79423,1.45774
41,179,-1.78629,1.37713
44,179,-1.77459,1.27396
47,179,-1.76667,1.19274
50,179,-1.79129,1.06538
53,179,-1.76388,0.959836
56,179,-1.75928,0.839552
59,179,-1.75612,0.715524
62,179,-1.73531,0.615425
65,179,-1.73621,0.487611
68,179,-1.72226,0.372221
71,179,-1.71846,0.251166
74,179,-1.71328,0.110584
77,179,-1.6999,-0.01908
80,179,-1.70194,-0.131912
83,179,-1.7021,-0.251356
86,179,-1.68818,-0.392569
89,179,-1.69296,-0.506887
92,179,-1.69887,-0.624432
95,179,-1.66671,-0.743714
98,179,-1.65923,-0.877931
101,179,-1.65808,-0.981525
104,179,-1.65745,-1.08484
107,179,-1.66857,-1.17896
110,179,-1.64208,-1.27133
113,179,-1.63073,-1.37239
116,179,-1.64458,-1.46621
119,179,-1.64446,-1.53922
122,179,-1.62554,-1.61896
125,179,-1.61692,-1.69608
128,179,-1.62797,-1.75038
131,179,-1.6238,-1.81179
134,179,-1.61066,-1.8592
137,179,-1.61105,-1.90601
140,179,-1.60824,-1.94102
143,179,-1.61547,-1.97362
146,179,-1.61011,-1.9914
149,179,-1.61396,-2.00229
152,179,-1.60051,-1.99745
155,179,-1.60457,-2.00797
158,179,-1.60535,-1.98607
161,179,-1.61615,-1.96368
164,179,-1.60463,-1.94661
167,179,-1.60757,-1.90747
170,179,-1.61309,-1.85442
173,179,-1.61645,-1.80876
176,179,-1.62215,-1.74126
179,179,-1.61523,-1.68352
182,179,-1.63948,-1.61382
185,179,-1.64613,-1.55385
188,179,-1.64204,-1.45768
191,179,-1.6427,-1.36678
194,179,-1.63414,-1.27515
197,179,-1.65976,-1.15969
200,179,-1.64903,-1.05066
203,179,-1.68304,-0.953113
206,179,-1.66512,-0.824684
209,179,-1.69201,-0.723748
212,179,-1.68295,-0.618831
215,179,-1.69253,-0.491109
218,179,-1.69354,-0.35509
221,179,-1.6828,-0.247956
224,179,-1.70375,-0.110624
227,179,-1.71638,0.0264367
230,179,-1.73849,0.132937
233,179,-1.74502,0.253976
236,179,-1.74677,0.370595
239,179,-1.75606,0.502766
242,179,-1.75704,0.638688
245,179,-1.75407,0.753626
248,179,-1.76335,0.862169
251,179,-1.7574,0.9666
254,179,-1.76784,1.0928
257,179,-1.77685,1.18186
260,179,-1.79281,1.27531
263,179,-1.78315,1.35843
266,179,-1.79204,1.44809
269,179,-1.81091,1.54616
272,179,-1.79319,1.62229
275,179,-1.81056,1.68617
278,179,-1.80189,1.7511
281,179,-1.80263,1.81562
284,179,-1.80574,1.85596
14,182,-1.94556,1.93608
17,182,-1.95627,1.90593
20,182,-1.9634,1.8634
23,182,-1.97988,1.80997
26,182,-1.95217,1.76198
29,182,-1.9679,1.69399
32,182,-1.95213,1.61664
35,182,-1.94062,1.53931
38,182,-1.94608,1.44907
41,182,-1.94386,1.36397
44,182,-1.9355,1.25413
47,182,-1.91669,1.17985
50,182,-1.94589,1.04748
53,182,-1.90021,0.953984
56,182,-1.91864,0.851474
59,182,-1.90012,0.706499
62,182,-1.88062,0.613587
65,182,-1.87583,0.493991
68,182,-1.86872,0.357359
71,182,-1.86773,0.248525
74,182,-1.85528,0.114545
77,182,-1.84375,-0.00942656
80,182,-1.85296,-0.125943
83,182,-1.84101,-0.242365
86,182,-1.82834,-0.388547
89,182,-1.82847,-0.521307
92,182,-1.83603,-0.642905
95,182,-1.81191,-0.758206
98,182,-1.8077,-0.865979
101,182,-1.81956,-0.993645
104,182,-1.81937,-1.08122
107,182,-1.82003,-1.17415
110,182,-1.81749,-1.26759
113,182,-1.80272,-1.37426
116,182,-1.79479,-1.4864
119,182,-1.80476,-1.55302
122,182,-1.78015,-1.61019
125,182,-1.77098,-1.69033
128,182,-1.77039,-1.76844
131,182,-1.77083,-1.81902
134,182,-1.75801,-1.86072
137,182,-1.76485,-1.90151
140,182,-1.76264,-1.9548
143,182,-1.76089,-1.98139
146,182,-1.76558,-1.99647
149,182,-1.77439,-1.99376
152,182,-1.7524,-2.00062
155,182,-1.7646,-2.01145
158,182,-1.76831,-1.99011
161,182,-1.76756,-1.9625
164,182,-1.76588,-1.92991
167,182,-1.77177,-1.90542
170,182,-1.76098,-1.83311
173,182,-1.76553,-1.79194
176,182,-1.76485,-1.73497
179,182,-1.77556,-1.68024
182,182,-1.78104,-1.60783
185,182,-1.79647,-1.54634
188,182,-1.79233,-1.4527
191,182,-1.79106,-1.35269
194,182,-1.77908,-1.27059
197,182,-1.78792,-1.15924
200,182,-1.79008,-1.05699
203,182,-1.82257,-0.956426
206,182,-1.83371,-0.847973
209,182,-1.83387,-0.749597
212,182,-1.83731,-0.610199
215,182,-1.83916,-0.491739
218,182,-1.83997,-0.359558
221,182,-1.8309,-0.255751
224,182,-1.83865,-0.120938
227,182,-1.85859,0.00668612
230,182,-1.88903,0.120795
233,182,-1.88405,0.24356
236,182,-1.88015,0.37086
239,182,-1.88912,0.509693
242,182,-1.89047,0.622504
245,182,-1.89868,0.746856
248,182,-1.89863,0.865526
251,182,-1.89268,0.977465
254,182,-1.88349,1.1094
257,182,-1.90827,1.18972
260,182,-1.9173,1.27936
263,182,-1.91947,1.36955
266,182,-1.93309,1.45462
269,182,-1.95059,1.5436
272,182,-1.93723,1.63159
275,182,-1.94857,1.68995
278,182,-1.93487,1.76023
281,182,-1.93413,1.8191
284,182,-1.94402,1.86578
14,185,-2.08175,1.93207
17,185,-2.09296,1.91249
20,185,-2.10206,1.87149
23,185,-2.10514,1.82
26,185,-2.085,1.76857
29,185,-2.09692,1.70948
32,185,-2.07529,1.64177
35,185,-2.09464,1.55372
38,185,-2.08715,1.45658
41,185,-2.0808,1.373
44,185,-2.06162,1.27854
47,185,-2.05897,1.18985
50,185,-2.05836,1.06963
53,185,-2.04007,0.960782
56,185,-2.05213,0.845598
59,185,-2.04321,0.716256
62,185,-2.02696,0.613567
65,185,-2.02853,0.49434
68,185,-2.01287,0.363101
71,185,-2.00757,0.249991
74,185,-1.9963,0.115983
77,185,-1.9903,-0.0178341
80,185,-2.00075,-0.134571
83,185,-1.9892,-0.24484
86,185,-1.99091,-0.378478
89,185,-1.98653,-0.515168
92,185,-1.98561,-0.636161
95,185,-1.97377,-0.757033
98,185,-1.97002,-0.859906
101,185,-1.9658,-0.994786
104,185,-1.95515,-1.07416
107,185,-1.95683,-1.17392
110,185,-1.96362,-1.26755
113,185,-1.96575,-1.36564
116,185,-1.94474,-1.47968
119,185,-1.94685,-1.5429
122,185,-1.92517,-1.59265
125,185,-1.92166,-1.68717
128,185,-1.92113,-1.76759
131,185,-1.90562,-1.81037
134,185,-1.9202,-1.86166
137,185,-1.91653,-1.91278
140,185,-1.92425,-1.9532
143,185,-1.9075,-1.98116
146,185,-1.91076,-2.00382
149,185,-1.92928,-2.00233
152,185,-1.90277,-2.01562
155,185,-1.91131,-2.02401
158,185,-1.91514,-1.99302
161,185,-1.91499,-1.98372
164,185,-1.91164,-1.95175
167,185,-1.93536,-1.90199
170,185,-1.91882,-1.84388
173,185,-1.93207,-1.80539
176,185,-1.9352,-1.73971
179,185,-1.93232,-1.68336
182,185,-1.93775,-1.61172
185,185,-1.941,-1.53702
188,185,-1.96457,-1.45175
191,185,-1.96214,-1.36543
194,185,-1.94861,-1.27736
