left_x,left_y,right_x,right_y,u,v,exx,eyy,exy,zncc
81.000000,24.000000,82.810013,22.362869,1.810010,-1.637130,NaN,NaN,NaN,0.012106
84.000000,24.000000,85.764633,22.215963,1.764635,-1.784036,NaN,NaN,NaN,0.005836
87.000000,24.000000,88.880432,22.126579,1.880431,-1.873421,NaN,NaN,NaN,0.005733
90.000000,24.000000,91.913506,22.078732,1.913506,-1.921269,NaN,NaN,NaN,0.004825
93.000000,24.000000,94.937134,22.028856,1.937134,-1.971144,NaN,NaN,NaN,0.006137
96.000000,24.000000,97.929558,21.982655,1.929554,-2.017345,NaN,NaN,NaN,0.007037
99.000000,24.000000,100.919022,21.983768,1.919021,-2.016231,NaN,NaN,NaN,0.008665
102.000000,24.000000,103.884499,21.987265,1.884498,-2.012735,NaN,NaN,NaN,0.008783
105.000000,24.000000,106.890915,22.062485,1.890912,-1.937516,NaN,NaN,NaN,0.014853
108.000000,24.000000,109.873756,22.154453,1.873757,-1.845548,NaN,NaN,NaN,0.018699
111.000000,24.000000,112.915367,22.206257,1.915369,-1.793744,NaN,NaN,NaN,0.007988
114.000000,24.000000,115.926353,22.283262,1.926355,-1.716737,NaN,NaN,NaN,0.008756
117.000000,24.000000,118.917351,22.395205,1.917351,-1.604795,NaN,NaN,NaN,0.007807
120.000000,24.000000,121.926598,22.457050,1.926599,-1.542949,NaN,NaN,NaN,0.006496
123.000000,24.000000,124.940636,22.578503,1.940636,-1.421498,NaN,NaN,NaN,0.006321
126.000000,24.000000,127.967484,22.724539,1.967481,-1.275462,NaN,NaN,NaN,0.006250
129.000000,24.000000,130.972580,22.853516,1.972580,-1.146484,NaN,NaN,NaN,0.006598
132.000000,24.000000,133.982544,23.041519,1.982537,-0.958481,NaN,NaN,NaN,0.008009
135.000000,24.000000,136.953842,23.246279,1.953840,-0.753722,NaN,NaN,NaN,0.007861
138.000000,24.000000,139.969299,23.394567,1.969302,-0.605433,NaN,NaN,NaN,0.007996
141.000000,24.000000,142.923721,23.529865,1.923723,-0.470135,NaN,NaN,NaN,0.009025
144.000000,24.000000,145.989456,23.707638,1.989462,-0.292362,NaN,NaN,NaN,0.011135
147.000000,24.000000,149.051834,23.883793,2.051827,-0.116208,NaN,NaN,NaN,0.012231
